date,venue,bat_team,bowl_team,ball,overs,runs,runs_last_5,wickets_last_5,wickets,total
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,15.1,106,31,2,6,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,15.2,107,31,2,6,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,15.3,111,35,1,6,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,15.4,111,35,1,6,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,15.5,115,39,1,6,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,15.6,116,40,1,6,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,16.1,117,41,1,6,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,16.2,117,41,2,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,16.3,118,38,2,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,16.4,119,39,2,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,16.5,121,40,2,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,16.6,121,39,2,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,17.1,125,43,2,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,17.2,126,44,2,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,17.3,126,44,1,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,17.4,126,44,1,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,17.5,127,44,1,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,17.6,131,48,1,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,18.1,132,48,1,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,18.2,136,52,1,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,18.3,140,56,1,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,18.4,144,59,1,7,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,18.5,144,59,2,8,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,18.6,145,54,2,8,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,7,18.7,146,54,2,8,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,19.1,147,54,2,8,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,19.2,147,50,2,8,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,19.3,147,48,2,8,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,19.4,149,50,2,8,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,19.5,153,48,2,8,157
2019-02-17,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,19.6,157,51,2,8,157
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,0.1,1,1,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,0.2,1,1,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,0.3,2,2,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,0.4,2,2,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,0.5,6,6,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,0.6,6,6,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,1.1,7,7,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,1.2,7,7,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,1.3,8,8,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,1.4,12,12,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,1.5,12,12,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,1.6,13,13,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,2.1,14,14,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,2.2,14,14,0,0,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,2.3,14,14,1,1,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,2.4,14,14,1,1,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,2.5,14,14,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,2.6,14,14,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,3.1,14,14,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,3.2,14,14,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,3.3,14,14,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,3.4,18,18,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,3.5,22,22,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,3.6,22,22,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,4.1,26,26,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,4.2,27,27,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,4.3,28,28,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,4.4,32,32,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,4.5,33,33,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,4.6,33,33,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,5.1,33,32,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,5.2,37,36,2,2,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,5.3,37,35,3,3,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,5.4,38,36,3,3,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,5.5,39,33,3,3,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,5.6,39,33,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,6.1,40,33,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,6.2,40,33,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,6.3,40,32,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,6.4,40,28,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,6.5,41,29,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,6.6,41,28,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,7.1,45,31,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,7.2,46,32,4,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,7.3,46,32,3,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,7.4,47,33,3,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,7.5,47,33,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,7.6,48,34,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,8.1,49,35,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,8.2,49,35,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,8.3,50,36,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,8.4,51,33,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,8.5,55,33,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,8.6,56,34,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,9.1,56,30,2,4,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,9.2,56,29,3,5,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,9.3,57,29,3,5,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,9.4,57,25,3,5,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,9.5,58,25,3,5,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,9.6,59,26,3,5,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,10.1,60,27,3,5,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,10.2,60,23,4,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,10.3,60,23,3,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,10.4,60,22,3,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,10.5,60,21,3,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,10.6,61,22,2,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,11.1,63,23,2,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,11.2,64,24,2,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,11.3,64,24,2,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,11.4,65,25,2,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,11.5,65,24,2,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,11.6,69,28,2,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,12.1,70,25,2,6,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,12.2,70,24,3,7,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,12.3,70,24,3,7,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,12.4,70,23,3,7,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,12.5,71,24,3,7,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,12.6,72,24,3,7,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,13.1,72,23,4,8,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,13.2,72,23,4,8,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,13.3,73,23,4,8,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,13.4,73,22,4,8,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,13.5,74,19,4,8,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,13.6,74,18,4,8,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,7,13.7,75,19,4,8,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,8,13.8,75,19,4,9,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,14.1,76,19,4,9,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,2,14.2,77,20,4,9,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,3,14.3,77,19,4,9,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,4,14.4,77,18,4,9,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,5,14.5,78,18,4,9,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,6,14.6,78,18,3,9,78
2019-02-17,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,1,15.1,78,18,4,10,78
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,0.1,1,1,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,0.2,1,1,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,0.3,2,2,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,0.4,3,3,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,0.5,7,7,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,0.6,11,11,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,1.1,12,12,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,1.2,13,13,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,1.3,14,14,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,1.4,14,14,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,1.5,15,15,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,1.6,16,16,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,2.1,17,17,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,2.2,17,17,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,2.3,21,21,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,2.4,21,21,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,2.5,21,21,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,2.6,22,22,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,3.1,26,26,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,3.2,30,30,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,3.3,30,30,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,3.4,34,34,0,0,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,3.5,34,34,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,3.6,35,35,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,4.1,35,35,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,4.2,36,36,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,4.3,40,40,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,4.4,40,40,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,4.5,41,41,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,4.6,41,41,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,5.1,42,41,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,5.2,42,41,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,5.3,43,41,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,5.4,47,44,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,5.5,51,44,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,5.6,51,40,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,6.1,52,40,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,6.2,52,39,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,6.3,53,39,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,6.4,53,39,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,6.5,54,39,1,1,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,6.6,54,38,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,7.1,54,37,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,7.2,55,38,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,7.3,57,36,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,7.4,57,36,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,7.5,57,36,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,7.6,58,36,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,8.1,58,32,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,8.2,59,29,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,8.3,61,31,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,8.4,63,29,2,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,8.5,63,29,1,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,8.6,63,28,1,2,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,9.1,64,29,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,9.2,64,28,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,9.3,65,25,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,9.4,66,26,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,9.5,67,26,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,9.6,68,27,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,10.1,68,26,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,10.2,69,27,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,10.3,70,27,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,10.4,71,24,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,10.5,72,21,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,10.6,73,22,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,11.1,74,22,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,11.2,75,23,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,11.3,76,23,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,11.4,77,24,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,11.5,77,23,2,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,11.6,78,24,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,12.1,79,25,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,12.2,80,25,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,12.3,80,23,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,12.4,80,23,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,12.5,86,29,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,12.6,87,29,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,13.1,87,29,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,13.2,89,30,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,13.3,91,30,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,13.4,95,32,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,13.5,99,36,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,13.6,100,37,1,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,14.1,101,37,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,14.2,102,38,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,14.3,103,38,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,14.4,103,37,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,14.5,103,36,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,14.6,110,42,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,7,14.7,111,43,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,15.1,112,43,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,15.2,116,46,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,15.3,117,46,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,15.4,121,49,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,15.5,122,49,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,15.6,123,49,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,7,15.7,127,52,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,16.1,128,52,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,16.2,128,51,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,16.3,134,57,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,16.4,136,58,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,16.5,137,58,0,3,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,16.6,137,57,1,4,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,7,16.7,137,57,1,4,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,17.1,137,57,1,4,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,17.2,141,55,1,4,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,17.3,142,55,1,4,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,17.4,142,55,2,5,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,17.5,143,54,2,5,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,17.6,144,53,2,5,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,7,17.7,144,49,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,18.1,144,45,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,18.2,146,46,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,18.3,147,46,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,18.4,147,45,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,18.5,148,45,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,18.6,149,46,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,1,19.1,153,50,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,2,19.2,154,44,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,3,19.3,158,47,3,6,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,4,19.4,158,46,4,7,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,5,19.5,160,44,4,7,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,6,19.6,160,43,5,8,160
2019-02-20,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators,7,19.7,160,39,6,9,160
